operation,solution
(6254+(204*366))*(220-27),15617174
(2442*6723)+(79*6135)+(3512*6737),40562575
"C(22,6)-356",74257
floor(3729853/817)+53,4618
(5265*26)+(44*195845)+(4551*5400),33329470
((12*16)/6)*443804+38,14201766
(29*9750)+(57*70),286740
((6796+83)*83)+(24*42),571965
(10^9)%359,115
(8561*120489)-(505*9961),1026476024
((3238-803)*309)/3,250805
((7178+87)*24)-13232,161128
(4170+(2799*7337))*(6424-5443)+67,20150164840
prime_count(894),154
842952/341+26,2498
(3622+116)*30,112140
9702*((3030+40)*34)-60298,1012634462
(2436*73)/84,2117
abs(354-608)*16+floor(354/6),4123
5443*158+1625,861619
((5770+(45*596))*(270-41))-46498,7416612
((1154+(6968*933517))*(2267-412))-3813,12066306812737
(30*7244)+(4883*3227),15974761
(5562+(96676*87))*(3358-1805),13070628822
"gcd(346,408)*lcm(346,408)",141168
(146+(4462*2627))*(2702-1862),9846328800
1140025/775+2,1473
"C(24,3)+183",2207
"C(18,7)+392",32216
floor(5247524/858)+25,6140
((6478+60)*489203)-73483,3198335731
((302+5562)*48)-2672,278800
"gcd(21,604)*lcm(21,604)",12684
"lcm(46,287,21)",39606
10^5+2^4,100016
(854404*6180)-(9055*7737),5210158185
prime_count(13913),1645
68*((779+407)*12)-9742,958034
(1663*159)/3,88139
isqrt(9106268),3017
((6160-3371)*68)/17,11156
3763*((92+7141)*29)-79226,789236365
(5794+36)*(2215-299),11170280
4467+(935598*89)-(219949/73),83269676
"max(10904,22962,49088)-min(10904,56649)+45",38229
phi(2823),1880
"lcm(417,128)+gcd(417,128)",53377
4733*(3575+8),16958339
phi(1971),1296
(41832*76)/36,88312
phi(3525),1840
(1221+(58*8385))*(9533-4598)+21,2406064206
(5043+(980665*645311))*(7487-6219),802433406575944
((408-284)*203)/217,116
(7622+26)*(4988-3795),9124064
"lcm(289,158)",45662
6284*83-6286,515286
(12891*44)-(6825*77),41679
((9913*7517)+73)/6,12419349
digit_sum(342317160)^2+digit_sum(342317160),756
prime_count(12378),1477
"max(4047,17760,21230)-min(4047,89547)+8",17191
8^8+3^5,16777459
7!*44+9165,230925
74*5458-3908,399984
3164+(44*240849)-(77860/17),10595940
fib(24)*38,1761984
"lcm(263,128,15)",504960
6862+(85*5722)-(492/41),493220
"lcm(25,346)",8650
(2467*756)-(200*918),1681452
(317*43)/43,317
(((1927*1687)+(49*5656))/119)-4680,24967
nth_prime(1240)*66+prime_count(3434),667015
(8001+(169859*3883))*(768-239)+7918,348912801360
6118*31-4966,184692
"P(19,4)",93024
((931-53)*693)/9,67606
(938+(812*243))*(329-23),60665724
((46782*2508)+59)/5,23465863
(6748+(626*378))*(243-169),18009824
((8204+40)*6779)+(9972*90),56783556
8!*33+7750,1338310
"comb(33,5)",237336
((552+592)*253)+(7855*345),2999407
((2760*457842)-(1950+5316))/97,13027182
"C(24,6)+169",134765
"gcd(413,585)*lcm(413,585)",241605
(2968+(9069*1800))*(8035-43),130486726656
((704+255)*452)+(576*681),825724
phi(1494),492
nth_prime(1483)*91+prime_count(1444),1130539
digit_sum(4^12)*phi(180),1776
90*4062-360,365220
phi(1327),1326
phi(1317)*sigma(1335),1892160
((8782+5)*9609)-88255,84346028
sqrt(182547121),13511
phi(243),162
digit_product(39871952),136080
(18*977704)-(10*7853),17520142
(5570*5931)+(5762*5),33064480
(2614+7328)*4711,46836762
(8532*534958)-(490146*74),4527990852
prime_count(21770),2442
((9947+21)*47)+(977967*89),87507559
fib(19)+955,5136
(7229+91)*(645-123),3821040
((8126+(3409*9483))*(1883-1161))-18313,23346337593
(7170+49)*(5719-4362),9796183
((1395*24)/124)*38+53,10313
nth_prime(182)*31+prime_count(4458),34427
464841/87+436,5779
12^7+6^6,35878464
(9482*223)-(650*869),1549636
2923+(51*9607)-(372600/92),488830
"max(3024,58166,4996)-min(3024,36920)+12",55154
"C(33,4)*15",613800
((7384*618893)-(1410+66))/106,43112306
(46*3667)+(9036*412538),3727862050
56*(3005+53),171248
"lcm(308,263,23)",1863092
(5603+8267)*57,790590
phi(1612),720
"lcm(216,91)+gcd(216,91)",19657
528*((31+32)*493262)-21124,16407846044
"perm(13,4)",17160
6403*1797+65,11506256
((1444+(9533*8654))*(2388-1480))-72357,74909951251
((3015*64)-(2937+541))/2,94741
4^4+4^6,4352
digit_sum(342105872)^2+digit_sum(342105872),1056
"C(12,5)",792
((6740*51)/34)*364772+83,3687845003
((8945-418)*49)/49,8527
((5864+6543)*570)+(8381*18),7222848
10!*5+3034,18147034
(((10715*9270)+(729*1408))/347)-1775,287431
((66*922718)+26)/2,30449707
7*(4979+36),35105
"gcd(13986,38295)",333
"lcm(86,177)",15222
8!*37+3040,1494880
((3015+22)*6054)-97162,18288836
((977-34)*286)/11,24518
9!*21+5068,7625548
abs(1273-3612)*5+floor(1273/3),12119
prime_count(31695),3408
prime_count(41122),4302
(4753+(8688*45))*(5195-1252)+4444,1560300803
phi(1712),848
(8821+95)*(558-189),3290004
(3577*6748)+(9864*514472)+(69795*53),5102588539
"max(21469,28388,66424)-min(21469,82806)+26",44981
phi(2937),1760
(9675+(8445*8600))*(9643-8089),112877392950
2529*2400-1132,6068468
"C(31,4)",31465
digit_sum(704532725)^2+digit_sum(704532725),1260
9!*26+4145,9439025
sigma(2864),5580
11!/(5!*6!),462
12!*35+8597,16765064597
(2942+(4692*4184))*(9864-475),184346161030
(4960*5)+(52*1917)+(8935*4795),42967809
fib(40),102334155
(2033+(617963*1403))*(4986-3895),945901497102
digit_product(9694242),31104
((5921*2947)-(7079+25))/353,49411
(29^7)%987,323
12!*9+6224,4311020624
(8030+95)*(1228-118),9018750
(2801+(782539*1140))*(9463-6173)+9214,2934999997904
666842*(9590+56),6432357932
"gcd(116,21)*lcm(116,21)",2436
9^7+7^4,4785370
798752*6096+93,4869192285
(3570+39)*(7182-2240),17835678
914078*((75+3136)*4215)-18054,12371465272416
nth_prime(73),367
((8255+(53*9629))*(3600-3423))-28579,91762205
nth_prime(1005)*44+prime_count(2707),350238
(4946*159)-(122*487),727000
4^7+2^4,16400
8^9+8^8,150994944
2*((6+1953)*202010)-10750,791464430
"C(18,8)-318",43440
abs(1836-392)*16+floor(1836/11),23270
((582255*157)/5)*33+24,603332655
nth_prime(679)*14+prime_count(3166),71581
846948/433+60,2016
(8244+(492*686))*(417-50),126892452
"gcd(77274,48114,810)",162
(355311*70)/74,336105
"P(18,4)",73440
"lcm(396,88)+gcd(396,88)",836
"gcd(44634,11591,27161)",173
phi(4374),1458
((4252+23)*88)-33072,343128
(654451*56)/56,654451
8!*23+6839,934199
(5425+(7575*7619))*(9153-542)+1154,497021324004
(6495+(26*2028))*(5638-4949)+4421,40809068
nth_prime(595),4357
((67*220)/110)*1228+31,164583
prime_count(22767),2543
"C(17,5)+fib(24)",52556
"perm(17,6)",8910720
digit_sum(5^12)*phi(117),2016
(83*723972)+(356*5),60091456
(6792+80)*(5738-4078),11407520
"gcd(54,341)*lcm(54,341)",18414
((8709*35)-(7403+8734))/3,96226
(43^8)%371,183
(6789+(929770*8240))*(4453-435),30783149964602
4951*((5906+2344)*6327)-41104,258431019146
73*732,53436
fib(25),75025
digit_product(298343),5184
((2067-119)*321)/12,52109
(41^6)%759,652
(5287*17)-(67*20),88539
(70*699664)+(5739*133125),812980855
(841+(38*7653))*(6926-62),2001919920
11!*18+4400,718506800
8^4+8^8,16781312
sigma(2103),2808
(246+(4439*3727))*(122-110)+73,198532861
(5562+2601)*6542,53402346
isqrt(663602),814
"max(35254,68570,63126)-min(35254,74082)+42",33358
nth_prime(657)*27+prime_count(1791),133091
(868374*6428)-(970486*1093),4521166874
16!/(5!*11!),4368
(1996*732)+(4262*21),1550574
((3918-3089)*34)/34,829
fib(26)+237,121630
floor(3612138/675)+92,5443
"gcd(615,524)*lcm(615,524)",322260
(212478*86)-(73*17),18271867
(2062+(9183*40))*(5768-989),1765276578
(749*2694)+(59*43)+(466*66),2051099
(166+(9487*5257))*(1451-730)+8,35958667333
((5723+81)*27)-74100,82608
(8162+71)*(1574-1261),2576929
(32^6)%423,316
phi(4482),1476
prime_count(33114),3550
(((1321*32)+(496688*515071))/8)-4981,31978698409
fib(29)+596,514825
nth_prime(98),521
"C(25,10)",3268760
(4688+(333*638))*(160-93),14548514
phi(1957)*sigma(2884),10692864
nth_prime(1188),9623
phi(280)*sigma(1785),331776
(6762+96)*(1892-1592),2057400
(6291*133)/57,14679
10!*43+205,156038605
"C(27,8)+244",2220319
"C(20,6)-289",38471
fib(32)+901,2179210
(5363*45)-(3339*40),107775
(32^6)%183,121
693140/140+45,4996
phi(2394)*sigma(1817),1244160
"C(20,4)-14",4831
"gcd(538,738)*lcm(538,738)",397044
((1394*8368)+92)/2,5832542
"gcd(fib(32),fib(32))",2178309
((8247+7681)*273649)+(28*4808),4358815896
((8060+(4479*568542))*(6350-1762))-82193,11683377144471
((777+99)*39)-27669,6495
8804*5+77,44097
digit_product(6889776756),213373440
((68*814)+22)/6,9229
nth_prime(1201),9739
(9*32)+(76*27)+(5558*36),202428
"max(42162,19588,49052)-min(42162,5437)+11",43626
reverse_digits(237109315812),218513901732
2^8+5^4,881
abs(6514-8522)*43+floor(6514/8),87158
(7378+97)*(8579-7643),6996600
phi(1951)*sigma(2602),7616700
((4530-1118)*2)/2,3412
(5330+(685673*2766))*(3119-2840)+29,529144940621
(8960+(4740*8122))*(6409-2796),139126658120
((2113+7270)*82)+(21*6057),896603
phi(2102)*sigma(769),808500
(1798*995562)+(5605*53)+(39*8109),1790633792
5457+(404119*479222)-(205504/76),193662718171
(43*80)/16,215
(3591+(776*723))*(361-53),173908812
10^4+8^7,2107152
fib(26)-430,120963
(4786*23)-(81*923),35315
11^10+9^6,25937956042
45443*2294,104246242
(488219*5334)+(2415*51),2604283311
((3394*275)/110)*527848+18,4478790298
(7962+25)*776034,6198183558
nth_prime(912)*73+prime_count(3345),520304
fib(17)+199,1796
10!*7+1351,25402951
abs(3710-4562)*46+floor(3710/18),39398
"comb(13,6)",1716
((9610+91)*1193)+(15*67),11574298
(35^10)%375,250
9^4+2^8,6817
6448*217-7785,1391431
sigma(2704),5673
(7528*449)+(3603*450),5001422
(7126*179)-(550*683),899904
"lcm(357,309)",36771
(41^6)%649,553
((6687+(48*7890))*(3106-674))-4346,937305478
"perm(13,2)",156
nth_prime(321)*84+prime_count(3774),179529
(9^11)%543,351
digit_sum(8^6)*phi(70),456
7020+(7842*4657)-(104760/45),36524886
phi(3093),2060
(6943*224768)+(183933*31)+(45*32),1566267587
457825*(26+77),47155975
94870*5045,478619150
isqrt(9308055),3050
1601*((4267+4331)*498)-19842,6855148362
reverse_digits(283265010700),7010562382
10^6+5^3,1000125
929670/665+40,1438
(4641*7788)+(93*324552),66327444
(34090*68)/35,66232
(1746+73)*(2850-2629),401999
sigma(2939)+phi(2939),5878
"C(16,4)+fib(11)",1909
(9613+993)*488,5175728
(3210*882)+(5947*213),4097931
abs(4313-8459)*30+floor(4313/6),125098
7776*((4191+1082)*6012)-75516,246509046660
4^10+7^6,1166225
(95*6949)+(64*3790),902715
"comb(21,6)",54264
2283*(63+19),187206
((8813+(85*3045))*(8897-3048))-25978,1565388684
(2507*146215)+(800616*4198)+(1998*5613),3738761747
floor(7496313/135)+18,55546
(((6182*231944)+(605196*296080))/2)-8270,90310146474
2088*2040+58,4259578
(184+56)*(2431-276),517200
isqrt(2874284),1695
(9288+(746540*6952))*(9780-8692)+70,5646671440454
9!*12+5545,4360105
"lcm(370,314)",58090
"gcd(571,469)*lcm(571,469)",267799
digit_product(3822832383),331776
sigma(878),1320
(1998+(9078*418))*(3686-3232),1723657308
(4390+6)*(5512-993),19865524
(3059*3)/19,483
"gcd(192,719)*lcm(192,719)",138048
(7477+(880*378))*(271-99),58500124
((35*5159)+8)/23,7851
phi(600),160
reverse_digits(277996978931),139879699772
(525550*8843)+(72*3235),4647671570
floor(5487598/291)+329,19186
243814/71+49,3483
(8703+(6440*92))*(2366-827),925220637
(4467+(69*374))*(7539-7016)+54,15832833
((82*149)/298)*2933+41,120294
5105*8354,42647170
(1034+(5884*8615))*(5752-4590),58903748428
7218*((7088+9423)*789326)-24992,94069029502756
"comb(23,3)",1771
"C(25,6)+222",177322
digit_sum(6^9)*phi(151),5400
8^6+2^6,262208
floor(2768730/658)+84,4291
9411*(89+9124),86703543
sqrt(168117156),12966
(9530+(8679*60))*(5758-1355)+87,2334778897
((4302+786)*9332)+(63*8555),48020181
((8940+1241)*16)+(9694*8581),83347110
phi(1764),504
702505*85-3751,59709174
((2659+36)*1537)+(76*8313),4774003
((4934+26)*286402)-83976,1420469944
(961300*8373)-(298355*88),8022709660
fib(21),10946
digit_product(387281),2688
9472*(7264+60),69372928
digit_sum(3^8)*phi(72),432
fib(31)+560,1346829
"max(88586,73268,85241)-min(88586,43934)+24",44676
"C(13,3)+fib(14)",663
953*(83+58),134373
"C(29,5)+497",119252
((1241+(1024*84))*(6500-1448))-15950,440806414
62*(17+96),7006
956+(10*74)-(620/20),1665
(4544+5674)*1136,11607648
(9370+(9262*3093))*(2433-1562)+19,24960017075
prime_count(33344),3570
(1746+(995*883))*(771-360),361816041
493612*(99+39),68118456
(8704*393532)-(96*95439),3416140384
(6574*30)/60,3287
(6337*514)-(53*393),3236389
(19^12)%355,151
sigma(4294),6840
(375027*82)-(13*53),30751525
"lcm(315,246)",25830
"comb(21,3)",1330
2082*914-376,1902572
"max(40518,69951,88513)-min(40518,45063)+45",48040
(3597+8148)*57,669465
(78*53)+(9795*8239)+(7369*3770),108486269
((517093*235)/71)*118459+86,202743170881
((8520-5736)*95)/15,17632
((6741*181)/7)*2492+47,434363123
"gcd(203,118)*lcm(203,118)",23954
((1772-409)*433)/29,20351
(73*9623)+(1204*972186),1171214423
(34*3978)+(4504*5922)+(4178*8300),61485340
"C(22,3)+fib(18)",4124
"lcm(302,199,156)",4687644
(7861+33)*992520,7834952880
(98097*911)-(21*3495),89292972
(8903+(1554*1096))*(5408-3641)+61,3025257790
(36^7)%547,521
phi(2055),1088
10^10+4^5,10000001024
"P(10,6)",151200
2597784/564+34,4640
((4285+(4772*3271))*(7048-794))-9130,97646801108
floor(6126292/331)+64,18572
10!*31+4381,112497181
(5904+44)*(6706-4884),10837256
(5363*90)/2,241335
65*((65+3916)*5101)-6001,1319954264
"gcd(7598,9956)",262
(99*9122)-(66*499),870144
sqrt(146434201),12101
(458745*67)/35,878169
digit_product(1161644),576
"C(31,10)",44352165
275878*1063+10,293258324
floor(7372296/778)+138,9613
phi(1545),816
"C(22,8)+107",319877
phi(1837)*sigma(1023),2549760
3263625/967+47,3422
"gcd(16748,16430)",106
"gcd(381,205)*lcm(381,205)",78105
(4821+15)*7561,36564996
(40*5178)+(35*7),207365
nth_prime(1192),9649
abs(7033-5310)*3+floor(7033/10),5872
phi(560),192
(363*3117)-(43*226),1121753
(980*196)/35,5488
7!*7+7819,43099
(434103*14)/3,2025814
((8726+55)*40)-66745,284495
(8595+(1689*23))*(1665-1159),24005652
((132+2524)*526571)+(34*355),1398584646
5516*4532,24998512
580*126,73080
466683/313+40,1531
reverse_digits(405261916576),675619162504
5^10+7^5,9782432
(4041*95)/95,4041
"C(19,6)-324",26808
39*8467+42,330255
"gcd(509,398)*lcm(509,398)",202582
((774+(19*103))*(1270-366))-32527,2436297
isqrt(452551),672
(5096*4682)-(991055*23),1065207
411730/209+13,1983
7627*((43+614)*245)-28385,1227651670
"C(34,5)",278256
"gcd(104,182)*lcm(104,182)",18928
"C(26,8)+fib(20)",1569040
phi(3363),2088
((1489-86)*136)/2,95404
((22*77)/121)*8017+32,112270
3194*(9153+69),29455068
1197*74-77,88501
floor(8111219/689)+286,12058
floor(361310/838)+429,860
9547*(9313+2809),115728734
digit_sum(154598725)^2+digit_sum(154598725),2162
4578*(42+1025),4884726
(7332+(2631*37))*(6715-4475)+46,234481006
(349317*5782)-(954106*42),1979678442
996064*((96+7)*5280)-11932,541699433828
(4313+(70*6502))*(1484-157)+52,609694183
((1797*45)+27)/4,20223
"comb(39,5)",575757
abs(3476-4140)*29+floor(3476/19),19438
9981+(8023*9647)-(167320/89),77405982
(213973*299043)+(4051*952268),67844765507
"C(17,6)*14",173264
(224003*93)-(10261*72),20093487
((5576*948135)+2)/199,26566838
14!/(7!*7!),3432
phi(539)*sigma(697),317520
reverse_digits(615661539314),413935166516
"comb(13,5)",1287
nth_prime(776)*37+prime_count(2705),218582
"C(16,4)+fib(23)",30477
(9552*9893)-(738*6259),89878794
((4984+5036)*6249)+(12*2271),62642232
16*38+6,614
"gcd(3276,30420)",468
(8389+32)*897091,7554403311
digit_sum(700666163)^2+digit_sum(700666163),1260
608887*(79+1159),753802106
570+(236*473)-(121170/70),110467
((3989+27)*9478)-85322,37978326
(((5*8904)+(1895*98))/182)-1094,171
floor(9286646/116)+2,80059
(4908*63)+(6852*6222),42942348
((5995-1833)*59)/59,4162
(579+(4605*245856))*(6187-2147)+64,4573956534424
"comb(38,8)",48903492
(17^7)%629,459
(3633+2)*(5109-39),18429450
"C(22,5)+401",26735
3026+(52*7938)-(359424/72),410810
"C(23,6)+fib(10)",101002
(564188*763903)-(4565*9289),430942501479
"C(23,6)+fib(11)",101036
((4804+(2266*50))*(1935-836))-24988,129771308
"perm(8,6)",20160
abs(5389-3883)*49+floor(5389/18),74093
"P(15,6)",3603600
202*(6644+1457),1636402
((3086+564)*132)-451,481349
11!*40+7370,1596679370
"C(19,3)*17",16473
1821*(36+49),154785
(2057+21)*(2961-2341),1288360
23*1288-804,28820
7164+(566035*72)-(4000/20),40761484
prime_count(26633),2920
digit_sum(261147959)^2+digit_sum(261147959),1980
(2790+9953)*185241,2360526063
(20^9)%793,424
nth_prime(1921),16607
"C(18,5)*14",119952
7152+(7761*8964)-(123105/87),69575341
((8255+50)*87)+(3589*490869),1762451376
"C(14,5)+P(14,3)",4186
sigma(4154),6528
(2080+(55*109077))*(2857-2742)+96,690151321
"comb(23,5)",33649
((652459*1399)-(5522+38))/453,2014977
floor(8632406/332)+283,26284
747728*48-3890,35887054
(723767*88)+(3500*3792)+(25*1209),76993721
digit_sum(348509375)^2+digit_sum(348509375),1980
(6127+(6033*27))*(3472-1480),336683856
((477+3266)*71)+(1148*9105),10718293
65*(7987+8559),1075490
phi(147)*sigma(2392),423360
2361+(148*24)-(101816/88),4756
(8431+(921801*14))*(5139-299)+1002,62502042802
"perm(20,2)",380
(8444+15)*(1282-438),7139396
961492/322+94,3080
"gcd(59808,25200)",336
((8116+84)*6326)+(1647*3288),57288536
sigma(2330),4212
sqrt(134513604),11598
(23^10)%431,128
(5842+(647*359))*(985-250),175014525
(1481+5003)*9018,58472712
"comb(29,10)",20030010
((1240+14)*78)-50,97762
"gcd(767,569)*lcm(767,569)",436423
"C(14,4)+P(14,3)",3185
(18270*83)/21,72210
phi(2878),1438
"gcd(fib(14),fib(14))",377
sigma(1518),3456
(((3567*5025)+(22*7908))/3)-9780,6022937
phi(1276)*sigma(585),611520
290*(9089+903),2897680
"gcd(53020,22110,330)",110
(16*6104)+(5232*1801),9520496
((2024+42)*57)-14495,103267
(1229*789)-(981*256),718545
(((2100*50)+(4953*368111))/3)-4307,607781954
phi(1641)*sigma(1846),3302208
"C(28,8)+fib(18)",3110689
8*(4800+63),38904
nth_prime(1175)*52+prime_count(2660),493293
phi(2796),928
floor(3570926/758)+280,4990
((1115*786)-(6617+3207))/122,7103
(1085*232)/31,8120
(331291*391990)-(1833*7694),129848655988
((2163+1772)*2637)-583,10376012
(6780*8404)-(905*9225),48630495
(7197*935)-(731*971),6019394
"C(74,6)%nth_prime(52)",213
1975*(6440+76),12869100
phi(759)*sigma(1110),1203840
(6782+(9317*1630))*(9476-3704),87696835824
((5892+7)*3396)+(7509*238),21820146
(1684+98)*(8941-3959),8877924
digit_product(968729592),4898880
((3357+41)*69)+(1043*133191),139152675
(213+(9281*52))*(1338-606),353427900
prime_count(34530),3689
"C(21,3)+fib(20)",8095
"C(30,10)",30045015
(3196*40381)-(566877*84),81440008
(32*2822)+(43*6207),357205
((7739+2671)*931770)+(33*90),9699728670
7773*(22+40),481926
"C(27,3)-126",2799
"lcm(244,140)",8540
sigma(2185),2880
((9691-7624)*427)/61,14469
(7451*78)/3,193726
"C(24,4)+fib(12)",10770
26*(72+9128),239200
(4641+246)*788,3850956
42*((317+137)*59)-9748,1115264
"perm(11,4)",7920
(4221*94)/3,132258
(6804+76)*(5953-2443),24148800
((1102+7947)*5553)-96740,50152357
553953*88+94,48747958
((3422+(9232*785964))*(3040-480))-59587,18575418999613
((6589+1901)*2157)+(237764*7159),1720465406
((2013+644)*118)+(3891*216),1153982
"C(40,5)",658008
((6822*22)+12)/53,2832
nth_prime(503)*78+prime_count(2522),280623
digit_sum(8^10)*phi(33),740
(((678*340452)+(993918*5089))/6)-9486,881469707
isqrt(8687582),2947
phi(2477)*sigma(2720),16846704
618003*2230-6901,1378139789
(4159*6553)+(10*7809)+(57*54),27335095
((2255*12)-(6394+29))/3,6879
nth_prime(773)*79+prime_count(3963),464199
prime_count(32919),3528
8665*(94+688),6776030
563166*(22+2013),1146042810
"C(28,7)+fib(14)",1184417
((8402+8235)*33)+(8595*9018),78058731
((4232+3825)*27)-75248,142291
"C(18,5)*18",154224
floor(2054091/124)+4,16569
fib(13)*21,4893
(6146+426)*838,5507336
(3369*749)-(455*209),2428286
((4431-1348)*59)/59,3083
3039*(9338+2),28384260
(675365*9251)-(49*11827),6247222092
phi(1618),808
(97275*82)-(8554*38),7651498
(3325+(5304*31))*(7862-5813)+52,343717753
((844+344)*44)+(23*8706),252510
(8603*817)+(4173*783),10296110
((9010-2982)*52)/104,3014
9271*3746+46,34729212
phi(2833),2832
7!*29+7904,154064
315898/346+56,969
11!*10+268,399168268
3478*((83+6402)*74)-68539,1668988881
((2691+1828)*882)-51990,3933768
(3824*42)+(3498*350),1384908
phi(353)*sigma(1191),560384
(214239*55)/3,3927715
prime_count(36500),3870
nth_prime(774),5879
isqrt(9938302),3152
nth_prime(82),421
(2363+(2146*60))*(8437-848),995092447
(703+(134807*758570))*(6102-209),602621401661849
(8709+5893)*4705,68702410
(656*93)/6,10168
nth_prime(377),2591
nth_prime(1267)*8+prime_count(2073),82960
((8411+1530)*2702)-442,26860140
fib(34)+618,5703505
7*((5082+7743)*3885)-62358,348713517
phi(2015)*sigma(2019),3882240
((423503*52)-(1867+8149))/6,3668690
(1430+(340650*18))*(2883-2081)+63,4918770323
phi(1515)*sigma(2686),3456000
578*100,57800
(4714*214)+(515*757),1398651
digit_sum(9^9)*phi(101),4500
365*3215,1173475
(340+(3749*118469))*(7710-6969),329108200161
(((7542*4507)+(241654*8398))/2)-997,1031700046
((9455+8877)*5200)+(171*3028),95844188
sigma(2387),3072
"C(20,4)+P(20,3)",11685
((3863-2070)*114)/66,3097
digit_sum(5^11)*phi(175),4560
3719+(46*4180)-(98212/86),194857
"C(19,4)+fib(23)",32533
((12*4889)+5112)/30,2126
((5673+6527)*351539)-97436,4288678364
1483*(3703+2825),9681024
(((33*5773)+(77*68))/11)-214,17581
((76*43)/76)*79+96,3493
(8218*1888)-(4268*604),12937712
((3792-2674)*49)/182,301
"C(29,9)",10015005
"C(28,6)+165",376905
((8609-1443)*43)/2,154069
166+(2365*8236)-(24486/11),19476080
816*(6882+751),6228528
isqrt(5562372),2358
(9893+105)*(900-485),4149170
(8615+55)*2618,22698060
"C(15,6)+fib(19)",9186
((9648*61)/144)*447312+5,1828164149
(3056*566591)+(466624*568),1996544528
((4078+(845*22))*(122-92))-53049,626991
(284545*25)/25,284545
sigma(3606),7224
(1733+(2711*47))*(5176-5043)+90,17177040
floor(4573008/969)+421,5140
4422+(2358*81)-(49160/40),194191
"C(24,5)+fib(14)",42881
sqrt(86359849),9293
((394548*3098)-(714+36))/162,7545117
(9420+(6478*87))*(1275-916)+2589,205711743
(4311*753)+(2399*735),5009448
"gcd(141,686)*lcm(141,686)",96726
"C(26,3)-12",2588
(2167+92)*(8807-3277),12492270
((3694+420)*360)+(3416*824),4295824
(52*7)+(622810*40),24912764
((1231-887)*37)/4,3182
3^8+5^3,6686
(27*83)-(30*59),471
((2002-479)*6)/6,1523
prime_count(40213),4224
(1197*8786)+(75*857611),74837667
((9719*4735)+12)/49,939173
((7779+56)*966858)+(73*4890),7575689400
(8162+(9088*2229))*(3411-3119),5917471688
"comb(26,8)",1562275
(((57*909635)+(48*1363))/293)-2770,174413
nth_prime(1495)*83+prime_count(4859),1039561
nth_prime(728)*25+prime_count(2972),138104
(871152*32)/6,4646144
((1230*7054)+52)/2,4338236
((959+38)*34)+(5988*17),135694
7054+(600920*82)-(107328/26),49278366
sigma(235),288
"C(28,4)+fib(20)",27240
(6299+47)*(9732-2948),43051264
prime_count(8033),1010
8249+(1727*5909)-(65182/23),10210258
"C(34,6)+291",1345195
((8763*480)+57)/3,1402099
(1524+(42*5308))*(3989-3967),4938120
(53*3836)+(2836*8053)+(754*379),23327382
850642*((24+3694)*863525)-24575,2731059253655325
"gcd(487,659)*lcm(487,659)",320933
3147*(60+4833),15398271
((717521*159)/53)*58+61,124848715
(6196+737)*(956-511),3085185
70990*7055,500834450
(4584*28)/8,16044
(5747*44)/4,63217
"C(16,3)+P(16,2)",800
(((1456*91)+(1782*306226))/68)-4918,8021953
(8755+(795*3169))*(6104-3356)+10,6947246290
floor(9008504/754)+265,12212
"C(24,7)-410",345694
((7841+(44*7560))*(2048-1275))-28497,263163316
nth_prime(1036)*94+prime_count(3667),777233
7926+(752576*78)-(26048/44),58708262
"C(17,8)",24310
(5*4703)+(8820*4246),37473235
5394+(192016*7427)-(76038/58),1426106915
phi(1231)*sigma(2865),5667840
((2173*759029)+20)/343,4808659
(89*4498)+(769906*12),9639194
(4423*426372)+(9545*606210),7672117806
prime_count(41476),4337
((1441-18)*585)/39,21345
74*4786,354164
((6535*88)/44)*74+23,967203
"gcd(678,765)*lcm(678,765)",518670
sigma(3300),10416
11^10+5^3,25937424726
nth_prime(318)*100+prime_count(3633),211608
"lcm(285,240)",4560
((3030+5341)*1780)-41144,14859236
((2625+7)*3262)-81970,8503614
prime_count(48977),5033
"C(14,4)+fib(17)",2598
7735*(52+3812),29888040
"gcd(1012,1012)",1012
((7980+974)*814)-349,7288207
(6672+(18*89))*(8534-1906),54840072
(948690*7415)-(3852*6805),7008323490
((8206-4465)*31)/87,1333
(1186*2794)+(5659*6021),37386523
5^5+3^3,3152
397753*7015-6133,2790231162
((7076-3171)*470)/5,367070
((991327*298219)+8)/3,98544182207
((8745*4024)-(8156+468))/11,3198296
(4351+30)*(9881-3258),29015363
nth_prime(1595),13457
phi(2879),2878
22*((51+5127)*60)-33889,6801071
"C(24,3)*12",24288
((9273+13)*3177)-17987,29483635
((3163+5794)*84)-47695,704693
sigma(3365)+phi(3365),6732
sigma(2687),2688
(1773+92)*(6556-1228),9936720
12^8+4^6,429985792
"lcm(202,190)",19190
phi(3745),2544
floor(4568914/582)+74,7924
((2178+(94*2677))*(1281-536))-61038,189031882
digit_product(5977898748),284497920
"gcd(49762,40275)",179
"C(27,6)-217",295793
((2937+30)*3402)-26297,10067437
(2519+(32*42))*(3325-261),11836232
523716/228+98,2395
sqrt(216560656),14716
phi(834),276
"C(28,3)-411",2865
"comb(38,6)",2760681
((2031+860)*912)+(5052*466),4990824
((443*533)-(565+529))/85,2765
(9476+14)*4929,46776210
fib(15),610
1208475/655+39,1884
(1322+(2333*99))*(3007-2445)+7060,130553478
(158952*944223)-(371891*4583),148381757843
prime_count(13823),1633
"gcd(519,451)*lcm(519,451)",234069
fib(29)+230,514459
893*(5920+699),5910767
(61*2889)-(3383*12),135633
(3*8527)+(7692*248454)+(80*62),1911138709
(12^9)%517,408
